name,y2002,y2014,pct
Ihefu,241876.6227602536,54893.61441467642,-77.30511787859442
Kilombero,375081.72816457646,147828.58890526174,-60.58763255980354
Malagarasi,612030.7373625565,498189.5890979454,-18.600560611578164
Mara,25776.461516612173,29474.657633422965,14.34718304693378
